ecoregion,bandsname,Train R2,Test R2,Synergy Gain
I32,Texture+SocioEconomic:,0.8043,0.0819,0.1081
I32,Texture+LandCover:,0.8044,0.0847,0.0978
I32,Temporal+Climate:,0.8191,0.0037,0.1242
I32,Temporal+Topography:,0.9292,0.4568,0.2223
I32,Temporal+SocioEconomic:,0.75,-0.1471,0.0063
I32,Temporal+LandCover:,0.7771,-0.1672,-0.0269
I32,Climate+Topography:,0.922,0.6258,0.1851
I32,Climate+SocioEconomic:,0.7797,0.1099,0.0571
I32,Climate+LandCover:,0.7373,0.1364,0.0704
I32,Topography+SocioEconomic:,0.9205,0.5618,0.1538
I32,Topography+LandCover:,0.9468,0.7912,0.3702
I32,SocioEconomic+LandCover:,0.6673,0.0385,0.0053
I32,Basic_Index+Texture+Temporal:,0.9119,0.2769,0.3633
I32,Basic_Index+Texture+Climate:,0.9232,0.6525,0.6014
I32,Basic_Index+Texture+Topography:,0.9126,0.4813,0.1935
I32,Basic_Index+Texture+SocioEconomic:,0.9163,0.4364,0.4072
I32,Basic_Index+Texture+LandCover:,0.8741,0.3393,0.3013
I32,Basic_Index+Temporal+Climate:,0.933,0.6619,0.6956
I32,Basic_Index+Temporal+Topography:,0.9219,0.4205,0.2175
I32,Basic_Index+Temporal+SocioEconomic:,0.9332,0.4722,0.5278
I32,Basic_Index+Temporal+LandCover:,0.9053,0.34,0.3868
I32,Basic_Index+Climate+Topography:,0.9214,0.6755,0.335
I32,Basic_Index+Climate+SocioEconomic:,0.9161,0.6019,0.5199
I32,Basic_Index+Climate+LandCover:,0.913,0.6072,0.5166
I32,Basic_Index+Topography+SocioEconomic:,0.9209,0.4783,0.1596
I32,Basic_Index+Topography+LandCover:,0.9184,0.4974,0.17
I32,Basic_Index+SocioEconomic+LandCover:,0.9137,0.4447,0.3759
I32,Texture+Temporal+Climate:,0.8629,0.2492,0.3537
I32,Texture+Temporal+Topography:,0.9036,0.4172,0.285
I32,Texture+Temporal+SocioEconomic:,0.8486,0.1342,0.2606
I32,Texture+Temporal+LandCover:,0.8427,0.097,0.2147
I32,Texture+Climate+Topography:,0.9026,0.4829,0.2132
I32,Texture+Climate+SocioEconomic:,0.8656,0.3557,0.3446
I32,Texture+Climate+LandCover:,0.8644,0.3731,0.3533
I32,Texture+Topography+SocioEconomic:,0.9043,0.478,0.2302
I32,Texture+Topography+LandCover:,0.9068,0.5561,0.2995
I32,Texture+SocioEconomic+LandCover:,0.838,0.2282,0.2302
I32,Temporal+Climate+Topography:,0.9072,0.3756,0.1907
I32,Temporal+Climate+SocioEconomic:,0.8324,0.0451,0.1188
I32,Temporal+Climate+LandCover:,0.8167,0.0247,0.0897
I32,Temporal+Topography+SocioEconomic:,0.9061,0.369,0.206
I32,Temporal+Topography+LandCover:,0.9245,0.4764,0.3047
I32,Temporal+SocioEconomic+LandCover:,0.7773,-0.0543,0.0326
I32,Climate+Topography+SocioEconomic:,0.9046,0.4888,0.1883
I32,Climate+Topography+LandCover:,0.9149,0.6232,0.314
I32,Climate+SocioEconomic+LandCover:,0.7777,0.1282,0.0775
I32,Topography+SocioEconomic+LandCover:,0.9175,0.5527,0.2653
I33,Basic_Index:,0.9333,0.5777,0
I33,Texture:,0.9159,0.4774,0
I33,Temporal:,0.6132,0.059,0
I33,Climate:,0.6684,0.08,0
I33,Topography:,0.8936,0.6857,0
I33,SocioEconomic:,0.5779,-0.0737,0
I33,LandCover:,0.1971,0.0899,0
I33,Basic_Index+Texture:,0.947,0.6231,0.0956
I33,Basic_Index+Temporal:,0.9542,0.651,0.3326
I33,Basic_Index+Climate:,0.9617,0.6792,0.3503
I33,Basic_Index+Topography:,0.969,0.7969,0.1652
I33,Basic_Index+SocioEconomic:,0.9482,0.6226,0.3706
I33,Basic_Index+LandCover:,0.9463,0.632,0.2981
I33,Texture+Temporal:,0.9297,0.4616,0.1934
I33,Texture+Climate:,0.9337,0.5214,0.2427
I33,Texture+Topography:,0.951,0.6613,0.0797
I33,Texture+SocioEconomic:,0.9236,0.491,0.2892
I33,Texture+LandCover:,0.93,0.4436,0.1599
I33,Temporal+Climate:,0.7732,0.1118,0.0423
I33,Temporal+Topography:,0.8805,0.6419,0.2696
I33,Temporal+SocioEconomic:,0.6617,0.1454,0.1528
I33,Temporal+LandCover:,0.6971,0.1671,0.0926
I33,Climate+Topography:,0.8932,0.5312,0.1483
I33,Climate+SocioEconomic:,0.7742,0.1234,0.1203
I33,Climate+LandCover:,0.7482,0.1357,0.0507
I33,Topography+SocioEconomic:,0.8941,0.6008,0.2948
I33,Topography+LandCover:,0.8959,0.7115,0.3237
I33,SocioEconomic+LandCover:,0.6485,0.0961,0.088
I33,Basic_Index+Texture+Temporal:,0.9547,0.6593,0.2879
I33,Basic_Index+Texture+Climate:,0.9627,0.6649,0.2865
I33,Basic_Index+Texture+Topography:,0.969,0.7663,0.186
I33,Basic_Index+Texture+SocioEconomic:,0.9535,0.6327,0.3056
I33,Basic_Index+Texture+LandCover:,0.9551,0.6283,0.2466
I33,Basic_Index+Temporal+Climate:,0.963,0.7302,0.4913
I33,Basic_Index+Temporal+Topography:,0.972,0.7925,0.3517
I33,Basic_Index+Temporal+SocioEconomic:,0.9564,0.6783,0.4907
I33,Basic_Index+Temporal+LandCover:,0.9555,0.6764,0.4342
I33,Basic_Index+Climate+Topography:,0.9655,0.7849,0.337
I33,Basic_Index+Climate+SocioEconomic:,0.9615,0.7126,0.5179
I33,Basic_Index+Climate+LandCover:,0.9592,0.6906,0.4414
I33,Basic_Index+Topography+SocioEconomic:,0.9682,0.7941,0.3975
I33,Basic_Index+Topography+LandCover:,0.9677,0.8007,0.3495
I33,Basic_Index+SocioEconomic+LandCover:,0.9564,0.682,0.4841
I33,Texture+Temporal+Climate:,0.9388,0.5431,0.3376
I33,Texture+Temporal+Topography:,0.9541,0.6527,0.2453
I33,Texture+Temporal+SocioEconomic:,0.9325,0.4693,0.3151
I33,Texture+Temporal+LandCover:,0.9378,0.4723,0.2635
I33,Texture+Climate+Topography:,0.9468,0.6534,0.239
I33,Texture+Climate+SocioEconomic:,0.9362,0.5292,0.368
I33,Texture+Climate+LandCover:,0.9365,0.5278,0.312
I33,Texture+Topography+SocioEconomic:,0.9507,0.6483,0.2852
I33,Texture+Topography+LandCover:,0.9514,0.6542,0.2365
I33,Texture+SocioEconomic+LandCover:,0.9316,0.4681,0.3035
I33,Temporal+Climate+Topography:,0.8796,0.5508,0.2759
I33,Temporal+Climate+SocioEconomic:,0.8043,0.1423,0.1206
I33,Temporal+Climate+LandCover:,0.816,0.241,0.1646
I33,Temporal+Topography+SocioEconomic:,0.8788,0.6064,0.3827
I33,Temporal+Topography+LandCover:,0.884,0.6636,0.3853
I33,Temporal+SocioEconomic+LandCover:,0.7097,0.2648,0.2397
I33,Climate+Topography+SocioEconomic:,0.8915,0.5018,0.2711
I33,Climate+Topography+LandCover:,0.892,0.5262,0.241
I33,Climate+SocioEconomic+LandCover:,0.8135,0.1447,0.1126
I33,Topography+SocioEconomic+LandCover:,0.897,0.6231,0.3891
II01,Basic_Index:,0.3241,0.0737,0
II01,Texture:,0.3601,0.0861,0
II01,Temporal:,0.4639,0.1776,0
II01,Climate:,0.7703,0.5943,0
II01,Topography:,0.6331,0.4952,0
II01,SocioEconomic:,0.665,0.4657,0
II01,LandCover:,0.0054,0.0121,0
II01,Basic_Index+Texture:,0.4315,0.1554,0.0755
II01,Basic_Index+Temporal:,0.5686,0.2645,0.1389
II01,Basic_Index+Climate:,0.8051,0.6357,0.3017
II01,Basic_Index+Topography:,0.6697,0.4095,0.125
II01,Basic_Index+SocioEconomic:,0.7324,0.5223,0.2526
II01,Basic_Index+LandCover:,0.3545,0.0988,0.0559
II01,Texture+Temporal:,0.5021,0.2144,0.0825
II01,Texture+Climate:,0.7881,0.5852,0.245
II01,Texture+Topography:,0.608,0.3331,0.0424
II01,Texture+SocioEconomic:,0.6903,0.4295,0.1536
II01,Texture+LandCover:,0.3658,0.0966,0.0475
II01,Temporal+Climate:,0.7998,0.5809,0.195
II01,Temporal+Topography:,0.691,0.3936,0.0572
II01,Temporal+SocioEconomic:,0.7302,0.4582,0.1365
II01,Temporal+LandCover:,0.4845,0.2132,0.1184
II01,Climate+Topography:,0.8075,0.6006,0.0559
II01,Climate+SocioEconomic:,0.7949,0.5969,0.0669
II01,Climate+LandCover:,0.7799,0.5966,0.2934
II01,Topography+SocioEconomic:,0.7434,0.4986,0.0182
II01,Topography+LandCover:,0.672,0.5021,0.2485
II01,SocioEconomic+LandCover:,0.6833,0.4672,0.2283
II01,Basic_Index+Texture+Temporal:,0.5801,0.2787,0.1663
II01,Basic_Index+Texture+Climate:,0.8063,0.6342,0.3829
II01,Basic_Index+Texture+Topography:,0.6607,0.358,0.1396
II01,Basic_Index+Texture+SocioEconomic:,0.7395,0.5047,0.2962
II01,Basic_Index+Texture+LandCover:,0.4435,0.1688,0.1115
II01,Basic_Index+Temporal+Climate:,0.8277,0.6424,0.3605
II01,Basic_Index+Temporal+Topography:,0.742,0.4304,0.1816
II01,Basic_Index+Temporal+SocioEconomic:,0.7735,0.5249,0.2859
II01,Basic_Index+Temporal+LandCover:,0.5742,0.2713,0.1835
II01,Basic_Index+Climate+Topography:,0.8142,0.6419,0.2542
II01,Basic_Index+Climate+SocioEconomic:,0.8111,0.6466,0.2687
II01,Basic_Index+Climate+LandCover:,0.8058,0.6362,0.4095
II01,Basic_Index+Topography+SocioEconomic:,0.7754,0.5389,0.1941
II01,Basic_Index+Topography+LandCover:,0.684,0.4208,0.2271
II01,Basic_Index+SocioEconomic+LandCover:,0.7382,0.5271,0.3433
II01,Texture+Temporal+Climate:,0.8021,0.5839,0.2979
II01,Texture+Temporal+Topography:,0.6961,0.3686,0.1156
II01,Texture+Temporal+SocioEconomic:,0.7309,0.4415,0.1984
II01,Texture+Temporal+LandCover:,0.5075,0.2346,0.1426
II01,Texture+Climate+Topography:,0.7943,0.6026,0.2108
II01,Texture+Climate+SocioEconomic:,0.7918,0.5905,0.2085
II01,Texture+Climate+LandCover:,0.7888,0.5926,0.3617
II01,Texture+Topography+SocioEconomic:,0.7378,0.4819,0.1329
II01,Texture+Topography+LandCover:,0.6394,0.3511,0.1533
II01,Texture+SocioEconomic+LandCover:,0.7005,0.4382,0.2503
II01,Temporal+Climate+Topography:,0.8089,0.5869,0.1645
II01,Temporal+Climate+SocioEconomic:,0.8077,0.5847,0.1722
II01,Temporal+Climate+LandCover:,0.8026,0.5896,0.3282
II01,Temporal+Topography+SocioEconomic:,0.7662,0.4799,0.1004
II01,Temporal+Topography+LandCover:,0.7141,0.4299,0.2016
II01,Temporal+SocioEconomic+LandCover:,0.7418,0.4754,0.257
II01,Climate+Topography+SocioEconomic:,0.8133,0.602,0.0836
II01,Climate+Topography+LandCover:,0.8087,0.6046,0.2374
II01,Climate+SocioEconomic+LandCover:,0.7974,0.5979,0.2405
II01,Topography+SocioEconomic+LandCover:,0.756,0.5077,0.1834
II05,Basic_Index:,0.3139,0.102,0
II05,Texture:,0.2712,0.0976,0
II05,Temporal:,0.4452,0.1679,0
II05,Climate:,0.7214,0.5914,0
II05,Topography:,0.503,0.3253,0
II05,SocioEconomic:,0.7502,0.5431,0
II05,LandCover:,0.0602,0.0319,0
II05,Basic_Index+Texture:,0.3917,0.1762,0.0764
II05,Basic_Index+Temporal:,0.719,0.4276,0.2927
II05,Basic_Index+Climate:,0.7605,0.5923,0.2456
II05,Basic_Index+Topography:,0.6191,0.3446,0.131
II05,Basic_Index+SocioEconomic:,0.8043,0.6278,0.3052
II05,Basic_Index+LandCover:,0.3767,0.157,0.09
II05,Texture+Temporal:,0.5717,0.2608,0.1281
II05,Texture+Climate:,0.7436,0.5737,0.2292
II05,Texture+Topography:,0.5039,0.2926,0.0812
II05,Texture+SocioEconomic:,0.7938,0.5718,0.2514
II05,Texture+LandCover:,0.3167,0.1135,0.0488
II05,Temporal+Climate:,0.7416,0.5983,0.2187
II05,Temporal+Topography:,0.575,0.2678,0.0212
II05,Temporal+SocioEconomic:,0.7917,0.5598,0.2043
II05,Temporal+LandCover:,0.515,0.2006,0.1006
II05,Climate+Topography:,0.7498,0.583,0.1247
II05,Climate+SocioEconomic:,0.8212,0.6512,0.084
II05,Climate+LandCover:,0.7257,0.5898,0.2781
II05,Topography+SocioEconomic:,0.8055,0.5889,0.1547
II05,Topography+LandCover:,0.5273,0.3306,0.152
II05,SocioEconomic+LandCover:,0.7668,0.555,0.2675
II05,Basic_Index+Texture+Temporal:,0.7542,0.451,0.3285
II05,Basic_Index+Texture+Climate:,0.7581,0.5779,0.3143
II05,Basic_Index+Texture+Topography:,0.6184,0.3433,0.1684
II05,Basic_Index+Texture+SocioEconomic:,0.809,0.6237,0.3761
II05,Basic_Index+Texture+LandCover:,0.4412,0.1957,0.1185
II05,Basic_Index+Temporal+Climate:,0.8256,0.6535,0.3665
II05,Basic_Index+Temporal+Topography:,0.762,0.4673,0.269
II05,Basic_Index+Temporal+SocioEconomic:,0.8454,0.6507,0.3797
II05,Basic_Index+Temporal+LandCover:,0.7211,0.4328,0.3323
II05,Basic_Index+Climate+Topography:,0.7858,0.5981,0.2586
II05,Basic_Index+Climate+SocioEconomic:,0.8499,0.689,0.2768
II05,Basic_Index+Climate+LandCover:,0.7608,0.5957,0.354
II05,Basic_Index+Topography+SocioEconomic:,0.8246,0.6296,0.3061
II05,Basic_Index+Topography+LandCover:,0.6318,0.3371,0.184
II05,Basic_Index+SocioEconomic+LandCover:,0.8061,0.6236,0.3979
II05,Texture+Temporal+Climate:,0.753,0.5955,0.3099
II05,Texture+Temporal+Topography:,0.6175,0.3203,0.1234
II05,Texture+Temporal+SocioEconomic:,0.8073,0.5915,0.3219
II05,Texture+Temporal+LandCover:,0.5946,0.2678,0.1686
II05,Texture+Climate+Topography:,0.7585,0.5802,0.2422
II05,Texture+Climate+SocioEconomic:,0.8345,0.6452,0.2345
II05,Texture+Climate+LandCover:,0.7425,0.5714,0.3311
II05,Texture+Topography+SocioEconomic:,0.8115,0.5925,0.2705
II05,Texture+Topography+LandCover:,0.5211,0.3034,0.1518
II05,Texture+SocioEconomic+LandCover:,0.7937,0.5655,0.3412
II05,Temporal+Climate+Topography:,0.7555,0.5916,0.2301
II05,Temporal+Climate+SocioEconomic:,0.8307,0.6641,0.23
II05,Temporal+Climate+LandCover:,0.7457,0.5938,0.3301
II05,Temporal+Topography+SocioEconomic:,0.8074,0.6023,0.2569
II05,Temporal+Topography+LandCover:,0.598,0.2792,0.1041
II05,Temporal+SocioEconomic+LandCover:,0.7954,0.5648,0.3171
II05,Climate+Topography+SocioEconomic:,0.8369,0.6604,0.1738
II05,Climate+Topography+LandCover:,0.7511,0.5847,0.2685
II05,Climate+SocioEconomic+LandCover:,0.8222,0.6525,0.2637
II05,Topography+SocioEconomic+LandCover:,0.8063,0.5875,0.2874
II07,Basic_Index:,0.2761,0.061,0
II07,Texture:,0.2626,0.0767,0
II07,Temporal:,0.5016,0.1526,0
II07,Climate:,0.5624,0.4268,0
II07,Topography:,0.5611,0.3957,0
II07,SocioEconomic:,0.6,0.4519,0
II07,LandCover:,0.1034,0.1014,0
II07,Basic_Index+Texture:,0.3503,0.1335,0.0647
II07,Basic_Index+Temporal:,0.6986,0.4351,0.3283
II07,Basic_Index+Climate:,0.6534,0.4614,0.2175
II07,Basic_Index+Topography:,0.506,0.2992,0.0709
II07,Basic_Index+SocioEconomic:,0.6804,0.4692,0.2128
II07,Basic_Index+LandCover:,0.3616,0.128,0.0468
II07,Texture+Temporal:,0.5632,0.2437,0.1291
II07,Texture+Climate:,0.5638,0.4014,0.1497
II07,Texture+Topography:,0.4659,0.2558,0.0196
II07,Texture+SocioEconomic:,0.6242,0.4388,0.1745
II07,Texture+LandCover:,0.3559,0.1517,0.0627
II07,Temporal+Climate:,0.678,0.456,0.1663
II07,Temporal+Topography:,0.6125,0.2962,0.0221
II07,Temporal+SocioEconomic:,0.6814,0.4749,0.1726
II07,Temporal+LandCover:,0.5717,0.2377,0.1107
II07,Climate+Topography:,0.6189,0.4531,0.0418
II07,Climate+SocioEconomic:,0.6758,0.5282,0.0889
II07,Climate+LandCover:,0.6048,0.4281,0.164
II07,Topography+SocioEconomic:,0.6917,0.5082,0.0844
II07,Topography+LandCover:,0.5278,0.3711,0.1226
II07,SocioEconomic+LandCover:,0.6383,0.4326,0.156
II07,Basic_Index+Texture+Temporal:,0.709,0.4372,0.3405
II07,Basic_Index+Texture+Climate:,0.6528,0.4386,0.2505
II07,Basic_Index+Texture+Topography:,0.4961,0.285,0.1072
II07,Basic_Index+Texture+SocioEconomic:,0.6893,0.4529,0.2564
II07,Basic_Index+Texture+LandCover:,0.4522,0.1827,0.1031
II07,Basic_Index+Temporal+Climate:,0.7699,0.5676,0.3541
II07,Basic_Index+Temporal+Topography:,0.7331,0.4699,0.2669
II07,Basic_Index+Temporal+SocioEconomic:,0.7859,0.5835,0.3617
II07,Basic_Index+Temporal+LandCover:,0.7104,0.4397,0.3347
II07,Basic_Index+Climate+Topography:,0.6828,0.4872,0.1927
II07,Basic_Index+Climate+SocioEconomic:,0.7285,0.5578,0.2446
II07,Basic_Index+Climate+LandCover:,0.6753,0.4438,0.2474
II07,Basic_Index+Topography+SocioEconomic:,0.7376,0.5232,0.2203
II07,Basic_Index+Topography+LandCover:,0.553,0.3321,0.1461
II07,Basic_Index+SocioEconomic+LandCover:,0.7109,0.4824,0.2777
II07,Texture+Temporal+Climate:,0.683,0.4628,0.2441
II07,Texture+Temporal+Topography:,0.6305,0.3162,0.1079
II07,Texture+Temporal+SocioEconomic:,0.6874,0.4835,0.2565
II07,Texture+Temporal+LandCover:,0.6164,0.286,0.1758
II07,Texture+Climate+Topography:,0.6134,0.4438,0.144
II07,Texture+Climate+SocioEconomic:,0.6792,0.5196,0.2011
II07,Texture+Climate+LandCover:,0.6135,0.4157,0.2141
II07,Texture+Topography+SocioEconomic:,0.6944,0.5017,0.1937
II07,Texture+Topography+LandCover:,0.5135,0.2838,0.0926
II07,Texture+SocioEconomic+LandCover:,0.6554,0.4248,0.2148
II07,Temporal+Climate+Topography:,0.706,0.4872,0.1622
II07,Temporal+Climate+SocioEconomic:,0.7015,0.5257,0.1819
II07,Temporal+Climate+LandCover:,0.6898,0.4692,0.2423
II07,Temporal+Topography+SocioEconomic:,0.7309,0.5373,0.2039
II07,Temporal+Topography+LandCover:,0.6519,0.3385,0.122
II07,Temporal+SocioEconomic+LandCover:,0.7057,0.4824,0.2471
II07,Climate+Topography+SocioEconomic:,0.7055,0.5476,0.1227
II07,Climate+Topography+LandCover:,0.6497,0.4519,0.1439
II07,Climate+SocioEconomic+LandCover:,0.6914,0.5249,0.1982
II07,Topography+SocioEconomic+LandCover:,0.7202,0.5033,0.187
III07,Basic_Index:,0.4417,0.3486,0
III07,Texture:,0.3039,0.1684,0
III07,Temporal:,0.1867,0.062,0
III07,Climate:,0.4251,0.3173,0
III07,Topography:,0.2543,0.1651,0
III07,SocioEconomic:,0.3099,0.2145,0
III07,LandCover:,0.0272,0.0217,0
III07,Basic_Index+Texture:,0.5125,0.3884,0.1299
III07,Basic_Index+Temporal:,0.6377,0.5249,0.3196
III07,Basic_Index+Climate:,0.6593,0.5398,0.2069
III07,Basic_Index+Topography:,0.5877,0.4706,0.2137
III07,Basic_Index+SocioEconomic:,0.5967,0.478,0.1965
III07,Basic_Index+LandCover:,0.4617,0.3708,0.1857
III07,Texture+Temporal:,0.405,0.2491,0.1339
III07,Texture+Climate:,0.4979,0.3709,0.1281
III07,Texture+Topography:,0.3937,0.2538,0.0871
III07,Texture+SocioEconomic:,0.4329,0.2959,0.1045
III07,Texture+LandCover:,0.309,0.1825,0.0875
III07,Temporal+Climate:,0.4388,0.3008,0.1112
III07,Temporal+Topography:,0.286,0.1498,0.0362
III07,Temporal+SocioEconomic:,0.3759,0.2364,0.0981
III07,Temporal+LandCover:,0.1874,0.0778,0.036
III07,Climate+Topography:,0.468,0.3373,0.0961
III07,Climate+SocioEconomic:,0.4809,0.3543,0.0884
III07,Climate+LandCover:,0.4253,0.3162,0.1467
III07,Topography+SocioEconomic:,0.412,0.2672,0.0774
III07,Topography+LandCover:,0.258,0.1643,0.0709
III07,SocioEconomic+LandCover:,0.3135,0.2161,0.098
III07,Basic_Index+Texture+Temporal:,0.6711,0.5369,0.3439
III07,Basic_Index+Texture+Climate:,0.684,0.5447,0.2667
III07,Basic_Index+Texture+Topography:,0.6246,0.489,0.2617
III07,Basic_Index+Texture+SocioEconomic:,0.6366,0.4961,0.2523
III07,Basic_Index+Texture+LandCover:,0.5256,0.3932,0.2136
III07,Basic_Index+Temporal+Climate:,0.7432,0.6267,0.3841
III07,Basic_Index+Temporal+Topography:,0.6775,0.5565,0.3646
III07,Basic_Index+Temporal+SocioEconomic:,0.7107,0.5908,0.3825
III07,Basic_Index+Temporal+LandCover:,0.6387,0.5247,0.3806
III07,Basic_Index+Climate+Topography:,0.6917,0.5586,0.2816
III07,Basic_Index+Climate+SocioEconomic:,0.6768,0.5572,0.2638
III07,Basic_Index+Climate+LandCover:,0.6628,0.541,0.3118
III07,Basic_Index+Topography+SocioEconomic:,0.6612,0.5372,0.2945
III07,Basic_Index+Topography+LandCover:,0.5908,0.4738,0.2954
III07,Basic_Index+SocioEconomic+LandCover:,0.6015,0.4869,0.292
III07,Texture+Temporal+Climate:,0.5374,0.3962,0.2136
III07,Texture+Temporal+Topography:,0.4406,0.2831,0.1513
III07,Texture+Temporal+SocioEconomic:,0.5084,0.3496,0.2013
III07,Texture+Temporal+LandCover:,0.4056,0.2507,0.1667
III07,Texture+Climate+Topography:,0.5356,0.399,0.182
III07,Texture+Climate+SocioEconomic:,0.5309,0.3911,0.1577
III07,Texture+Climate+LandCover:,0.4994,0.3728,0.2037
III07,Texture+Topography+SocioEconomic:,0.5129,0.3621,0.1794
III07,Texture+Topography+LandCover:,0.396,0.257,0.1387
III07,Texture+SocioEconomic+LandCover:,0.4356,0.2984,0.1635
III07,Temporal+Climate+Topography:,0.4658,0.3241,0.1426
III07,Temporal+Climate+SocioEconomic:,0.4891,0.3383,0.1403
III07,Temporal+Climate+LandCover:,0.4357,0.2985,0.1648
III07,Temporal+Topography+SocioEconomic:,0.4302,0.2797,0.1325
III07,Temporal+Topography+LandCover:,0.2974,0.1628,0.0798
III07,Temporal+SocioEconomic+LandCover:,0.3743,0.2388,0.1394
III07,Climate+Topography+SocioEconomic:,0.4876,0.3551,0.1228
III07,Climate+Topography+LandCover:,0.4675,0.3351,0.1671
III07,Climate+SocioEconomic+LandCover:,0.4774,0.3502,0.1657
III07,Topography+SocioEconomic+LandCover:,0.4117,0.2683,0.1345
III09,Basic_Index:,0.5227,0.295,0
III09,Texture:,0.4686,0.2331,0
III09,Temporal:,0.3342,0.105,0
III09,Climate:,0.544,0.3972,0
III09,Topography:,0.5292,0.3453,0
III09,SocioEconomic:,0.2728,0.1418,0
III09,LandCover:,0.1502,0.1022,0
III09,Basic_Index+Texture:,0.6271,0.3476,0.0836
III09,Basic_Index+Temporal:,0.6992,0.4831,0.2831
III09,Basic_Index+Climate:,0.7489,0.5625,0.2164
III09,Basic_Index+Topography:,0.708,0.4998,0.1796
III09,Basic_Index+SocioEconomic:,0.6818,0.4485,0.2301
III09,Basic_Index+LandCover:,0.5643,0.3516,0.153
III09,Texture+Temporal:,0.579,0.3145,0.1455
III09,Texture+Climate:,0.6681,0.4411,0.126
III09,Texture+Topography:,0.6152,0.4022,0.113
III09,Texture+SocioEconomic:,0.5988,0.3267,0.1392
III09,Texture+LandCover:,0.526,0.2513,0.0837
III09,Temporal+Climate:,0.6018,0.3912,0.1401
III09,Temporal+Topography:,0.5315,0.2787,0.0535
III09,Temporal+SocioEconomic:,0.4999,0.2315,0.1081
III09,Temporal+LandCover:,0.3903,0.1439,0.0403
III09,Climate+Topography:,0.6532,0.4243,0.053
III09,Climate+SocioEconomic:,0.5793,0.4007,0.1312
III09,Climate+LandCover:,0.5677,0.3885,0.1388
III09,Topography+SocioEconomic:,0.5847,0.3742,0.1306
III09,Topography+LandCover:,0.5266,0.3451,0.1214
III09,SocioEconomic+LandCover:,0.3803,0.2334,0.1114
III09,Basic_Index+Texture+Temporal:,0.7304,0.4823,0.2713
III09,Basic_Index+Texture+Climate:,0.777,0.5681,0.2597
III09,Basic_Index+Texture+Topography:,0.7341,0.5006,0.2094
III09,Basic_Index+Texture+SocioEconomic:,0.7213,0.4575,0.2342
III09,Basic_Index+Texture+LandCover:,0.6461,0.3807,0.1706
III09,Basic_Index+Temporal+Climate:,0.7947,0.6089,0.3431
III09,Basic_Index+Temporal+Topography:,0.7472,0.536,0.2876
III09,Basic_Index+Temporal+SocioEconomic:,0.7643,0.5468,0.3662
III09,Basic_Index+Temporal+LandCover:,0.7057,0.4871,0.3197
III09,Basic_Index+Climate+Topography:,0.7852,0.5953,0.2494
III09,Basic_Index+Climate+SocioEconomic:,0.7822,0.5851,0.3071
III09,Basic_Index+Climate+LandCover:,0.7521,0.5659,0.3011
III09,Basic_Index+Topography+SocioEconomic:,0.7724,0.5618,0.3011
III09,Basic_Index+Topography+LandCover:,0.7109,0.5,0.2525
III09,Basic_Index+SocioEconomic+LandCover:,0.694,0.4827,0.303
III09,Texture+Temporal+Climate:,0.6896,0.4504,0.2053
III09,Texture+Temporal+Topography:,0.6435,0.4152,0.1874
III09,Texture+Temporal+SocioEconomic:,0.6649,0.3872,0.2273
III09,Texture+Temporal+LandCover:,0.5972,0.3107,0.164
III09,Texture+Climate+Topography:,0.699,0.4793,0.1542
III09,Texture+Climate+SocioEconomic:,0.7099,0.473,0.2156
III09,Texture+Climate+LandCover:,0.672,0.4415,0.1974
III09,Texture+Topography+SocioEconomic:,0.6873,0.463,0.2229
III09,Texture+Topography+LandCover:,0.6183,0.4004,0.1736
III09,Texture+SocioEconomic+LandCover:,0.6219,0.3522,0.1932
III09,Temporal+Climate+Topography:,0.6545,0.4225,0.14
III09,Temporal+Climate+SocioEconomic:,0.6298,0.4027,0.188
III09,Temporal+Climate+LandCover:,0.6137,0.3946,0.1932
III09,Temporal+Topography+SocioEconomic:,0.6085,0.3588,0.1615
III09,Temporal+Topography+LandCover:,0.5482,0.3018,0.1176
III09,Temporal+SocioEconomic+LandCover:,0.533,0.2731,0.1567
III09,Climate+Topography+SocioEconomic:,0.6701,0.4379,0.1431
III09,Climate+Topography+LandCover:,0.6545,0.4285,0.1469
III09,Climate+SocioEconomic+LandCover:,0.6139,0.4244,0.2107
III09,Topography+SocioEconomic+LandCover:,0.6161,0.4043,0.2079
